"0.000264000"
"0.000275000"
"0.000290000"
"0.000296000"
"0.000299000"
"0.000035000"
"0.000058000"
"0.000032000"
"0.000031000"
"0.000038000"
"0.000026000"
"0.000060000"
"0.000042000"
"0.000050000"
"0.000055000"
"0.000021000"
"0.000035000"
"0.000040000"
"0.000026000"
"0.000019000"
"0.000023000"
"0.000014000"
"0.000023000"
"0.000021000"
"0.000035000"
"0.000039000"
"0.000024000"
"0.000019000"
"0.000023000"
"0.000036000"
"0.000035000"
"0.000027000"
"0.000045000"
"0.000035000"
"0.000024000"
"0.000021000"
"0.000033000"
"0.000038000"
"0.000041000"
"0.000033000"
"0.000042000"
"0.000058000"
"0.000047000"
"0.000065000"
"0.000031000"
"0.000059000"
"0.000074000"
"0.000022000"
"0.000041000"
"0.000078000"
"0.000028000"
"0.000034000"
"0.000007000"
"0.000030000"
"0.000019000"
"0.000052000"
"0.000069000"
"0.000012000"
"0.000021000"
"0.000024000"
"0.000041000"
"0.000029000"
"0.000037000"
"0.000045000"
"0.000028000"
"0.000037000"
"0.000055000"
"0.000018000"
"0.000025000"
"0.000031000"
"0.000039000"
"0.000045000"
"0.000224000"
"0.000231000"
"0.000243000"
"0.000256000"
"0.000281000"
"0.000288000"
"0.000039000"
"0.000045000"
"0.000052000"
"0.000058000"
"0.000065000"
"0.000033000"
"0.000049000"
"0.000059000"
"0.000139000"
"0.000156000"
"0.000163000"
"0.000163000"
"0.000167000"
"0.000167000"
"0.000167000"
"0.000168000"
"0.000168000"
"0.000193000"
"0.000040000"
"0.000029000"
"0.000053000"
"0.000076000"
"0.000123000"
"0.000070000"
"0.000105000"
"0.000024000"
"0.000035000"
"0.000036000"
"0.000023000"
"0.000032000"
"0.000078000"
"0.000044000"
"0.000078000"
"0.000026000"
"0.000106000"
"0.000027000"
"0.000105000"
"0.000113000"
"0.000129000"
"0.000134000"
"0.000146000"
"0.000133000"
"0.000145000"
"0.000160000"
"0.000022000"
"0.000040000"
"0.000027000"
"0.000023000"
"0.000027000"
"0.000018000"
"0.000049000"
"0.000026000"
"0.000015000"
"0.000028000"
"0.000039000"
"0.000037000"
"0.000025000"
"0.000046000"
"0.000023000"
"0.000032000"
"0.000045000"
"0.000031000"
"0.000023000"
"0.000050000"
"0.000031000"
"0.000028000"
"0.000014000"
"0.000023000"
"0.000033000"
"0.000026000"
"0.000079000"
"0.000042000"
"0.000039000"
"0.000028000"
"0.000027000"
"0.000045000"
"0.000023000"
"0.000058000"
"0.000070000"
"0.000055000"
"0.000081000"
"0.000058000"
"0.000017000"
"0.000274000"
"0.000110000"
"0.000147000"
"0.000038000"
"0.000050000"
"0.000024000"
"0.000029000"
"0.000022000"
"0.000023000"
"0.000030000"
"0.000023000"
"0.000316000"
"0.000334000"
"0.000343000"
"0.000345000"
"0.000129000"
"0.000045000"
"0.000020000"
"0.000021000"
"0.000169000"
"0.057278000"
"0.039842000"
"0.000063000"
"0.034824000"
"0.000113000"
"0.000028000"
"0.000037000"
"0.000050000"
"0.000052000"
"0.000083000"
"0.000023000"
"0.000063000"
"0.000074000"
"0.000094000"
"0.000093000"
"0.000099000"
"0.000108000"
"0.000118000"
"0.000018000"
"0.000068000"
"0.000022000"
"0.000128000"
"0.000142000"
"0.000163000"
"0.000163000"
"0.000162000"
"0.000173000"
"0.000173000"
"0.000172000"
"0.000179000"
"0.000180000"
"0.000179000"
"0.000178000"
"0.000178000"
"0.000177000"
"0.000188000"
"0.000188000"
"0.000187000"
"0.000187000"
"0.000191000"
"0.000191000"
"0.000190000"
"0.000190000"
"0.000192000"
"0.000193000"
"0.000197000"
"0.000067000"
"0.000087000"
"0.000091000"
"0.000030000"
"0.000039000"
"0.000064000"
"0.000031000"
"0.000055000"
"0.000086000"
"0.000049000"
"0.000068000"
"0.000105000"
"0.000023000"
"0.000036000"
"0.000018000"
"0.000025000"
"0.000043000"
"0.000039000"
"0.000079000"
"0.000019000"
"0.000094000"
"0.000025000"
"0.000045000"
"0.000012000"
"0.000016000"
"0.000028000"
"0.000015000"
"0.000022000"
"0.000017000"
"0.000026000"
"0.000015000"
"0.000028000"
"0.000013000"
"0.000042000"
"0.000052000"
"0.000068000"
"0.000075000"
"0.000028000"
"0.000037000"
"0.000035000"
"0.000069000"
"0.000037000"
"0.000027000"
"0.000048000"
"0.000040000"
"0.000031000"
"0.000106000"
"0.000113000"
"0.000121000"
"0.000120000"
"0.000152000"
"0.000044000"
"0.000055000"
"0.000071000"
"0.000044000"
"0.000024000"
"0.000028000"
"0.000014000"
"0.000026000"
"0.000037000"
"0.000047000"
"0.000012000"
"0.000025000"
"0.000045000"
"0.000049000"
"0.000023000"
"0.000022000"
"0.000033000"
"0.000024000"
"0.000034000"
"0.000010000"
"0.000049000"
"0.000028000"
"0.000045000"
"0.000018000"
"0.000033000"
"0.000036000"
"0.000018000"
"0.000037000"
"0.000024000"
"0.000034000"
"0.000046000"
"0.000058000"
"0.000017000"
"0.000032000"
"0.000022000"
"0.000045000"
"0.000055000"
"0.000088000"
"0.000027000"
"0.000035000"
"0.000024000"
"0.000028000"
"0.000097000"
"0.000152000"
"0.000044000"
"0.000036000"
"0.000063000"
"0.000023000"
"0.000023000"
"0.000019000"
"0.000019000"
"0.000019000"
"0.000041000"
"0.000048000"
"0.000022000"
"0.000024000"
"0.000013000"
"0.000026000"
"0.000040000"
"0.000071000"
"0.000018000"
"0.000022000"
"0.000027000"
"0.000010000"
"0.000037000"
"0.000021000"
"0.000023000"
"0.000036000"
"0.000044000"
"0.000017000"
"0.000032000"
"0.000040000"
"0.000020000"
"0.000022000"
"0.000026000"
"0.000031000"
"0.000024000"
"0.000033000"
"0.000053000"
"0.000062000"
"0.000068000"
"0.000013000"
"0.000016000"
"0.000037000"
"0.000032000"
"0.000044000"
"0.000019000"
"0.000022000"
"0.000051000"
"0.000043000"
"0.000060000"
"0.000022000"
"0.000021000"
"0.000016000"
"0.000030000"
"0.000024000"
"0.000121000"
"0.000016000"
"0.000022000"
"0.000015000"
"0.000027000"
"0.000041000"
"0.000025000"
"0.000039000"
"0.000041000"
"0.000115000"
"0.000053000"
"0.000015000"
"0.000025000"
"0.000031000"
"0.000018000"
"0.000030000"
"0.000024000"
"0.000039000"
"0.000057000"
"0.000081000"
"0.000086000"
"0.000032000"
"0.000058000"
"0.000028000"
"0.000021000"
"0.000022000"
"0.000040000"
"0.000073000"
"0.000082000"
"0.000091000"
"0.000027000"
"0.000040000"
"0.000057000"
"0.000031000"
"0.000066000"
"0.000037000"
"0.000052000"
"0.000067000"
"0.000059000"
"0.000078000"
"0.000081000"
"0.000080000"
"0.000015000"
"0.000025000"
"0.000039000"
"0.000027000"
"0.000034000"
"0.000061000"
"0.000081000"
"0.000021000"
"0.000025000"
"0.000040000"
"0.000028000"
"0.000040000"
"0.000047000"
"0.000010000"
"0.000057000"
"0.000079000"
"0.000012000"
"0.000028000"
"0.000041000"
"0.000018000"
"0.000015000"
"0.000029000"
"0.000036000"
"0.000051000"
"0.000135000"
"0.000143000"
"0.000173000"
"0.000185000"
"0.000188000"
"0.000201000"
"0.000209000"
"0.000215000"
"0.000222000"
"0.000033000"
"0.000038000"
"0.000050000"
"0.000014000"
"0.000032000"
"0.000045000"
"0.000058000"
"0.000040000"
"0.000218000"
"0.000055000"
"0.000032000"
"0.000036000"
"0.000041000"
"0.000069000"
"0.000025000"
"0.000026000"
"0.000025000"
"0.000014000"
"0.000026000"
"0.000033000"
"0.000047000"
"0.000026000"
"0.000019000"
"0.000032000"
"0.000064000"
"0.000076000"
"0.000094000"
"0.000022000"
"0.000024000"
"0.000019000"
"0.000028000"
"0.000036000"
"0.000026000"
"0.000042000"
"0.000019000"
"0.000032000"
"0.000035000"
"0.000023000"
"0.000023000"
"0.000027000"
"0.000080000"
"0.000040000"
"0.000011000"
"0.000101000"
"0.000024000"
"0.000082000"
"0.000038000"
"0.000053000"
"0.000035000"
"0.000018000"
"0.000164000"
"0.000173000"
"0.000017000"
"0.000032000"
"0.000097000"
"0.000055000"
"0.000043000"
"0.000115000"
"0.000025000"
"0.000146000"
"0.000088000"
"0.000099000"
"0.000135000"
"0.000161000"
"0.000020000"
"0.000044000"
"0.000073000"
"0.000031000"
"0.000109000"
"0.000179000"
"0.000014000"
"0.000024000"
"0.000080000"
"0.000042000"
"0.000046000"
"0.000042000"
"0.000018000"
"0.000031000"
"0.000080000"
"0.104075000"
"0.000045000"
"0.000016000"
"0.000024000"
"0.000030000"
"0.000006000"
"0.000037000"
"0.000045000"
"0.000031000"
"0.000038000"
"0.000023000"
"0.000030000"
"0.000006000"
"0.000025000"
"0.000009000"
"0.000020000"
"0.000019000"
"0.000024000"
"0.000016000"
"0.000020000"
"0.000089000"
"0.000091000"
"0.000107000"
"0.000118000"
"0.000130000"
"0.000145000"
"0.000155000"
"0.000160000"
"0.000166000"
"0.000173000"
"0.000186000"
"0.000194000"
"0.000199000"
"0.000112000"
"0.000104000"
"0.000110000"
"0.000115000"
"0.000123000"
"0.000036000"
"0.000017000"
"0.000021000"
"0.000026000"
"0.000006000"
"0.000025000"
"0.000031000"
"0.000006000"
"0.000047000"
"0.000204000"
"0.000206000"
"0.000207000"
"0.000213000"
"0.000215000"
"0.000216000"
"0.000218000"
"0.000025000"
"0.000029000"
"0.000031000"
"0.000034000"
"0.000037000"
"0.043606000"
"0.034154000"
"0.000067000"
"0.037680000"
"0.000177000"
"0.000102000"
"0.000121000"
"0.000178000"
"0.000017000"
"0.000026000"
"0.000044000"
"0.000041000"
"0.000042000"
"0.000031000"
"0.000021000"
"0.000029000"
"0.000021000"
"0.000018000"
"0.000041000"
"0.000039000"
"0.000018000"
"0.000031000"
"0.000040000"
"0.000025000"
"0.000056000"
"0.000040000"
"0.000065000"
"0.000035000"
"0.000057000"
"0.000037000"
"0.000073000"
"0.000042000"
"0.000056000"
"0.000027000"
"0.000032000"
"0.000017000"
"0.000030000"
"0.000042000"
"0.000015000"
"0.000026000"
"0.000040000"
"0.000137000"
"0.000155000"
"0.000174000"
"0.000193000"
"0.000211000"
"0.000218000"
"0.000284000"
"0.000318000"
"0.000085000"
"0.000099000"
"0.000113000"
"0.000118000"
"0.000033000"
"0.000034000"
"0.000041000"
"0.000043000"
"0.000047000"
"0.000052000"
"0.000017000"
"0.000050000"
"0.000085000"
"0.000115000"
"0.000024000"
"0.000034000"
"0.000066000"
"0.000042000"
"0.000086000"
"0.000048000"
"0.000067000"
"0.000031000"
"0.000049000"
"0.000033000"
"0.000046000"
"0.000044000"
"0.000069000"
"0.000030000"
"0.000059000"
"0.000069000"
"0.000084000"
"0.000096000"
"0.000110000"
"0.000116000"
"0.000121000"
"0.000018000"
"0.000023000"
"0.000043000"
"0.000293000"
"0.000301000"
"0.000305000"
"0.000307000"
"0.000047000"
"0.000056000"
"0.000063000"
"0.000077000"
"0.000116000"
"0.000124000"
"0.000137000"
"0.000027000"
"0.000037000"
"0.000012000"
"0.000024000"
"0.000037000"
"0.000050000"
"0.000056000"
"0.000061000"
"0.000076000"
"0.000020000"
"0.000022000"
"0.000051000"
"0.000023000"
"0.000032000"
"0.000025000"
"0.000034000"
"0.000067000"
"0.000065000"
"0.000097000"
"0.000029000"
"0.000022000"
"0.000040000"
"0.000034000"
"0.000079000"
"0.000113000"
"0.000140000"
"0.000032000"
"0.000051000"
"0.000030000"
"0.000042000"
"0.000056000"
"0.000061000"
"0.000025000"
"0.000028000"
"0.000047000"
"0.000052000"
"0.000029000"
"0.000064000"
"0.000043000"
"0.000066000"
"0.000017000"
"0.000049000"
"0.000047000"
"0.000088000"
"0.000114000"
"0.000133000"
"0.000173000"
"0.000075000"
"0.000117000"
"0.000063000"
"0.000027000"
"0.000043000"
"0.000031000"
"0.000047000"
"0.000024000"
"0.000052000"
"0.000038000"
"0.000061000"
"0.000033000"
"0.000048000"
"0.000064000"
"0.000072000"
"0.000081000"
"0.000091000"
"0.000102000"
"0.000155000"
"0.000031000"
"0.000035000"
"0.000078000"
"0.000022000"
"0.000029000"
"0.000021000"
"0.000044000"
"0.000026000"
"0.000039000"
"0.000029000"
"0.000019000"
"0.000051000"
"0.000064000"
"0.000078000"
"0.000025000"
"0.000038000"
"0.000049000"
"0.000049000"
"0.000021000"
"0.000018000"
"0.000032000"
"0.000072000"
"0.000118000"
"0.000030000"
"0.000037000"
"0.000011000"
"0.000033000"
"0.000030000"
"0.000052000"
"0.000061000"
"0.000009000"
"0.000057000"
"0.000031000"
"0.000024000"
"0.000017000"
"0.000034000"
"0.000038000"
"0.000025000"
"0.000017000"
"0.000062000"
"0.000136000"
"0.000028000"
"0.000053000"
"0.000064000"
"0.000094000"
"0.000036000"
"0.000037000"
"0.000043000"
"0.000046000"
"0.000077000"
"0.000057000"
"0.000095000"
"0.000044000"
"0.000085000"
"0.000040000"
"0.000081000"
"0.000030000"
"0.000043000"
"0.000110000"
"0.000118000"
"0.000117000"
"0.000126000"
"0.000140000"
"0.000148000"
"0.000119000"
"0.000081000"
"0.000088000"
"0.000093000"
"0.000106000"
"0.000134000"
"0.000026000"
"0.000015000"
"0.000024000"
"0.000013000"
"0.000040000"
"0.000063000"
"0.000027000"
"0.000020000"
"0.000026000"
"0.000019000"
"0.000030000"
"0.000026000"
"0.000055000"
"0.000021000"
"0.000035000"
"0.000038000"
"0.000096000"
"0.000035000"
"0.000057000"
"0.000036000"
"0.000060000"
"0.000039000"
"0.000037000"
"0.000066000"
"0.000053000"
"0.000062000"
"0.000008000"
"0.000042000"
"0.000026000"
"0.000018000"
"0.000035000"
"0.000034000"
"0.000043000"
"0.000015000"
"0.000063000"
"0.000067000"
"0.000027000"
"0.000024000"
"0.000036000"
"0.000019000"
"0.000046000"
"0.000023000"
"0.000051000"
"0.000042000"
"0.000050000"
"0.000065000"
"0.000080000"
"0.000048000"
"0.000054000"
"0.000067000"
"0.000053000"
"0.000061000"
"0.000064000"
"0.000009000"
"0.000017000"
"0.000023000"
"0.000069000"
"0.000079000"
"0.000095000"
"0.000034000"
"0.000046000"
"0.000052000"
"0.000057000"
"0.000039000"
"0.000020000"
"0.000037000"
"0.000064000"
"0.000024000"
"0.000043000"
"0.000104000"
"0.000117000"
"0.000126000"
"0.000140000"
"0.000152000"
"0.000185000"
"0.000206000"
"0.000206000"
"0.000204000"
"0.000021000"
"0.000059000"
"0.000082000"
"0.000112000"
"0.000138000"
"0.000019000"
"0.000032000"
"0.000036000"
"0.000050000"
"0.000047000"
"0.000076000"
"0.000098000"
"0.000107000"
"0.000105000"
"0.000199000"
"0.000220000"
"0.000225000"
"0.000042000"
"0.000058000"
"0.000064000"
"0.000063000"
"0.000063000"
"0.000030000"
"0.000032000"
"0.000033000"
"0.000055000"
"0.000024000"
"0.000061000"
"0.000077000"
"0.000019000"
"0.000042000"
"0.000040000"
"0.000049000"
"0.000038000"
"0.000018000"
"0.000034000"
"0.000048000"
"0.000079000"
"0.000021000"
"0.000051000"
"0.000096000"
"0.000123000"
"0.000154000"
"0.000020000"
"0.000036000"
"0.000017000"
"0.000041000"
"0.000079000"
"0.000070000"
"0.000078000"
"0.000010000"
"0.000090000"
"0.000123000"
"0.000144000"
"0.000031000"
"0.000052000"
"0.000049000"
"0.000069000"
"0.000038000"
"0.000062000"
"0.000040000"
"0.000034000"
"0.000033000"
"0.000058000"
"0.000084000"
"0.000096000"
"0.000096000"
"0.000023000"
"0.000037000"
"0.000039000"
"0.000049000"
"0.000048000"
"0.000042000"
"0.000040000"
"0.000069000"
"0.000064000"
"0.000104000"
"0.000117000"
"0.000024000"
"0.000029000"
"0.000073000"
"0.000088000"
"0.000108000"
"0.000030000"
"0.000055000"
"0.000058000"
"0.000090000"
"0.000097000"
"0.000351000"
"0.000079000"
"0.000021000"
"0.000034000"
"0.000045000"
"0.000023000"
"0.000046000"
"0.000073000"
"0.000027000"
"0.000039000"
"0.000032000"
"0.000072000"
"0.000094000"
"0.000112000"
"0.000182000"
"0.000067000"
"0.000066000"
"0.000048000"
"0.000066000"
"0.000082000"
"0.000022000"
"0.000053000"
"0.000041000"
"0.000055000"
"0.000065000"
"0.000049000"
"0.000037000"
"0.000070000"
"0.000110000"
"0.000111000"
"0.000133000"
"0.000047000"
"0.000067000"
"0.000072000"
"0.000099000"
"0.000116000"
"0.000124000"
"0.000124000"
"0.000136000"
"0.000027000"
"0.000054000"
"0.000080000"
"0.000038000"
"0.000053000"
"0.000073000"
"0.000100000"
"0.000106000"
"0.000120000"
"0.000074000"
"0.000084000"
"0.000113000"
"0.000122000"
"0.000044000"
"0.000044000"
"0.000048000"
"0.000055000"
"0.000058000"
"0.000063000"
"0.000066000"
"0.000069000"
"0.000073000"
"0.000029000"
"0.000044000"
"0.000015000"
"0.000024000"
"0.000033000"
"0.000049000"
"0.000072000"
"0.000018000"
"0.000026000"
"0.000032000"
"0.000040000"
"0.000026000"
"0.000015000"
"0.000029000"
"0.000028000"
"0.000035000"
"0.000035000"
"0.000018000"
"0.000049000"
"0.000061000"
"0.000073000"
"0.000073000"
"0.000036000"
"0.000053000"
"0.000030000"
"0.000022000"
"0.000023000"
"0.000033000"
"0.000023000"
"0.000025000"
"0.000035000"
"0.000023000"
"0.000034000"
"0.000086000"
"0.000075000"
"0.000027000"
"0.000030000"
"0.000042000"
"0.000021000"
"0.000035000"
"0.000046000"
"0.000017000"
"0.000021000"
"0.000030000"
"0.000044000"
"0.000206000"
"0.000056000"
"0.000081000"
"0.000036000"
"0.000022000"
"0.000026000"
"0.000033000"
"0.000038000"
"0.000054000"
"0.000069000"
"0.000040000"
"0.000046000"
"0.000051000"
"0.000058000"
"0.000020000"
"0.000025000"
"0.000038000"
"0.000034000"
"0.000020000"
"0.000027000"
"0.000015000"
"0.000015000"
"0.000022000"
"0.000019000"
"0.000020000"
"0.000025000"
"0.000025000"
"0.000031000"
"0.000006000"
"0.000087000"
"0.000098000"
"0.000102000"
"0.000022000"
"0.000029000"
"0.000047000"
"0.000063000"
"0.000064000"
"0.000075000"
"0.000059000"
"0.000038000"
"0.000986000"
"0.000048000"
"0.000007000"
"0.000024000"
"0.000030000"
"0.000017000"
"0.000030000"
"0.000022000"
"0.000017000"
"0.000039000"
"0.000045000"
"0.000042000"
"0.000048000"
"0.000051000"
"0.000008000"
"0.000027000"
"0.000037000"
"0.000006000"
"0.000075000"
"0.000087000"
"0.000111000"
"0.000125000"
"0.000016000"
"0.000020000"
"0.000107000"
"0.000126000"
"0.000137000"
"0.000149000"
"0.000183000"
"0.000192000"
"0.000210000"
"0.000016000"
"0.000022000"
"0.000022000"
"0.000029000"
"0.000025000"
"0.000029000"
"0.000043000"
"0.000035000"
"0.000040000"
"0.000049000"
"0.000010000"
"0.000028000"
"0.000048000"
"0.032221000"
"0.037359000"
"0.000150000"
"0.034367000"
"0.000081000"
"0.000088000"
"0.000042000"
"0.000028000"
"0.000092000"
"0.000064000"
"0.000076000"
"0.000057000"
"0.000068000"
"0.000075000"
"0.000082000"
"0.000086000"
"0.000092000"
"0.000056000"
"0.000064000"
"0.000054000"
"0.000062000"
"0.000069000"
"0.000014000"
"0.000056000"
"0.000068000"
"0.000081000"
"0.000011000"
"0.000044000"
"0.000030000"
"0.000028000"
"0.000019000"
"0.000028000"
"0.000024000"
"0.000051000"
"0.000029000"
"0.000049000"
"0.000046000"
"0.000052000"
"0.000059000"
"0.000038000"
"0.000031000"
"0.000060000"
"0.000084000"
"0.000101000"
"0.000111000"
"0.000020000"
"0.000025000"
"0.000029000"
"0.000009000"
"0.000019000"
"0.000026000"
"0.000015000"
"0.000040000"
"0.000027000"
"0.000010000"
"0.000027000"
"0.000032000"
"0.000047000"
"0.000025000"
"0.000050000"
"0.000021000"
"0.000024000"
"0.000053000"
"0.000021000"
"0.000039000"
"0.000021000"
"0.000016000"
"0.000080000"
"0.000028000"
"0.000019000"
"0.000023000"
"0.000028000"
"0.000036000"
"0.000048000"
"0.000088000"
"0.000123000"
"0.000015000"
"0.000019000"
"0.000023000"
"0.000028000"
"0.000024000"
"0.000018000"
"0.000032000"
"0.000035000"
"0.000028000"
"0.000023000"
"0.000030000"
"0.000027000"
"0.000036000"
"0.000051000"
"0.000011000"
"0.000020000"
"0.000022000"
"0.000027000"
"0.000026000"
"0.000031000"
"0.000047000"
"0.000026000"
"0.000038000"
"0.000083000"
"0.000018000"
"0.000033000"
"0.000023000"
"0.000024000"
"0.000030000"
"0.000018000"
"0.000042000"
"0.000076000"
"0.000064000"
"0.000079000"
"0.000098000"
"0.000151000"
"0.000151000"
"0.000150000"
"0.000047000"
"0.000047000"
"0.000046000"
"0.000028000"
"0.000037000"
"0.000026000"
"0.000032000"
"0.000046000"
"0.000027000"
"0.000042000"
"0.000023000"
"0.000039000"
"0.000080000"
"0.000075000"
"0.000017000"
"0.000025000"
"0.000036000"
"0.000020000"
"0.000016000"
"0.000021000"
"0.000029000"
"0.000042000"
"0.000046000"
"0.000045000"
"0.000015000"
"0.000014000"
"0.000027000"
"0.000024000"
"0.000039000"
"0.000019000"
"0.000047000"
"0.000128000"
"0.000016000"
"0.000056000"
"0.000065000"
"0.000075000"
"0.000022000"
"0.000042000"
"0.000053000"
"0.000011000"
"0.000041000"
"0.000031000"
"0.000043000"
"0.000054000"
"0.000069000"
"0.000053000"
"0.000042000"
"0.000071000"
"0.000030000"
"0.000041000"
"0.000030000"
"0.000050000"
"0.000040000"
"0.000031000"
"0.000045000"
"0.000010000"
"0.000016000"
"0.000032000"
"0.000027000"
"0.000043000"
"0.000027000"
"0.000044000"
"0.000049000"
"0.000049000"
"0.000018000"
"0.000014000"
"0.000088000"
"0.000110000"
"0.000118000"
"0.000128000"
"0.000136000"
"0.000018000"
"0.000024000"
"0.000050000"
"0.000048000"
"0.000063000"
"0.000066000"
"0.000011000"
"0.000022000"
"0.000009000"
"0.000029000"
"0.000035000"
"0.000013000"
"0.000196000"
"0.000207000"
"0.000184000"
"0.000205000"
"0.000204000"
"0.000238000"
"0.000240000"
"0.000238000"
"0.000235000"
"0.000233000"
"0.000229000"
"0.000228000"
"0.000062000"
"0.000096000"
"0.000110000"
"0.000147000"
"0.000152000"
"0.000166000"
"0.000194000"
"0.000064000"
"0.000113000"
"0.000034000"
"0.000056000"
"0.100755000"
"0.000055000"
"0.000025000"
"0.000059000"
"0.000027000"
"0.000065000"
"0.000027000"
"0.000037000"
"0.000022000"
"0.000032000"
"0.000068000"
"0.000027000"
"0.000052000"
"0.000022000"
"0.000025000"
"0.000035000"
"0.000028000"
"0.000041000"
"0.000046000"
"0.000033000"
"0.000062000"
"0.000038000"
"0.000044000"
"0.000053000"
"0.000057000"
"0.000041000"
"0.000020000"
"0.000032000"
"0.000053000"
"0.000022000"
"0.000039000"
"0.000023000"
"0.000120000"
"0.000129000"
"0.000153000"
"0.000043000"
"0.000117000"
"0.000021000"
"0.000051000"
"0.000056000"
"0.000073000"
"0.000110000"
"0.000033000"
"0.000091000"
"0.000016000"
"0.000046000"
"0.000055000"
"0.000021000"
"0.000054000"
"0.000079000"
"0.000107000"
"0.000034000"
"0.000035000"
"0.000068000"
"0.000031000"
"0.000036000"
"0.000039000"
"0.000042000"
"0.000034000"
"0.000022000"
"0.000032000"
"0.000034000"
"0.000058000"
"0.000048000"
"0.000062000"
"0.000039000"
"0.000052000"
"0.000068000"
"0.000023000"
"0.000037000"
"0.000038000"
"0.000054000"
"0.000029000"
"0.000198000"
"0.000213000"
"0.000029000"
"0.000016000"
"0.000026000"
"0.000012000"
"0.000036000"
"0.000025000"
"0.000042000"
"0.000248000"
"0.000026000"
"0.000030000"
"0.000045000"
"0.000024000"
"0.000025000"
"0.000031000"
"0.000006000"
"0.000017000"
"0.000013000"
"0.000021000"
"0.000035000"
"0.000047000"
"0.000095000"
"0.000043000"
"0.000053000"
"0.000039000"
"0.000053000"
"0.000076000"
"0.000102000"
"0.000127000"
"0.000140000"
"0.000139000"
"0.000138000"
"0.000030000"
"0.000046000"
"0.000050000"
"0.000072000"
"0.000102000"
"0.000083000"
"0.000104000"
"0.000070000"
"0.000027000"
"0.000060000"
"0.000089000"
"0.000024000"
"0.000043000"
"0.000021000"
"0.000027000"
"0.000043000"
"0.000059000"
"0.000067000"
"0.000073000"
"0.000077000"
"0.000081000"
"0.000087000"
"0.000012000"
"0.000048000"
"0.000039000"
"0.000014000"
"0.000041000"
"0.000017000"
"0.000022000"
"0.000037000"
"0.000029000"
"0.000040000"
"0.000011000"
"0.000022000"
"0.000021000"
"0.000037000"
"0.000038000"
"0.000031000"
"0.000036000"
"0.000026000"
"0.000033000"
"0.000014000"
"0.000043000"
"0.000051000"
"0.000040000"
"0.000047000"
"0.000050000"
"0.000009000"
"0.000025000"
"0.000052000"
"0.000026000"
"0.000050000"
"0.000019000"
"0.000024000"
"0.000040000"
"0.000025000"
"0.000029000"
"0.000016000"
"0.000014000"
"0.000029000"
"0.000026000"
"0.000039000"
"0.000042000"
"0.000063000"
"0.000017000"
"0.000026000"
"0.000031000"
"0.000046000"
"0.000060000"
"0.000071000"
"0.000075000"
"0.000011000"
